Internal ID of the item,The name that will appear in game,value in copper coins,"1:swing/throw
2:Eat/use
3:Stab
4:Hold Up
5:Guns/Staffs",Total time that the animation of the item will take,Total time that the item will take,,,,Color of item in inventory,tileID of tile created when used,Flavortext,max amount the player can carry in a single inventory slot,hitbox width,hitbox height,"Used to place different styles of the same tile. For example, Tables share a TileID, but have different styles",,,,ProjectileID to shoot when used,Velocity of projectile,weapon sprite does no damage,,Damage Type,Damage Type,Damage Type,,,,,,,,,,,which set of ammo types it uses,set of ammo this item belongs to,,,,,,refers to a glowing texture drawn on item,equal to axe power/5,equal to pickaxe power,,,,,,,,used for Angler quests,used for Angler quests,,,,Damage Type,,,,Damage Type,,,,,,,,,,,,,,,,,,,,,,,
69,Worm Tooth,100,-,-,-,-,-,-,-,-,-,99,8,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
70,Worm Food,-,4,45,45,TRUE,-,-,-,-,Summons the Eater of Worlds,20,28,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
71,Copper Coin,5,1,15,10,TRUE,TRUE,TRUE,-,330,-,100,10,10,-,-,25,-,158,1,TRUE,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,1
72,Silver Coin,500,1,15,10,TRUE,TRUE,TRUE,-,331,-,100,10,12,-,-,50,-,159,2,TRUE,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,1
73,Gold Coin,50000,1,15,10,TRUE,TRUE,TRUE,-,332,-,100,10,14,-,-,100,-,160,3,TRUE,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,1
74,Platinum Coin,5000000,1,15,10,TRUE,TRUE,TRUE,-,333,-,999,12,14,-,-,200,-,161,4,TRUE,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,1
75,Fallen Star,2500,4,17,17,TRUE,-,-,1,-,Disappears after the sunrise,99,18,20,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
76,Copper Greaves,750,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
77,Iron Greaves,3000,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
78,Silver Greaves,7500,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
79,Gold Greaves,15000,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
80,Copper Chainmail,1000,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
81,Iron Chainmail,4000,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
82,Silver Chainmail,10000,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
83,Gold Chainmail,20000,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
84,Grappling Hook,20000,5,20,20,-,-,-,1,-,'Get over here!',-,18,28,-,1,0,7,13,11.5,TRUE,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
85,Chain,200,1,15,8,TRUE,TRUE,TRUE,-,214,Can be climbed on,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
86,Shadow Scale,500,-,-,-,-,-,-,1,-,-,99,14,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
87,Piggy Bank,10000,1,15,10,TRUE,TRUE,TRUE,-,29,-,99,20,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
88,Mining Helmet,40000,-,-,-,-,-,-,1,-,Provides light when worn,-,22,16,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
89,Copper Helmet,1250,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
90,Iron Helmet,5000,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
91,Silver Helmet,12500,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
92,Gold Helmet,25000,-,-,-,-,-,-,-,-,-,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
93,Wood Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
94,Wood Platform,-,1,15,10,TRUE,TRUE,TRUE,-,19,-,999,8,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
95,Flintlock Pistol,50000,5,16,16,-,-,-,1,-,-,-,24,28,-,11,10,-,14,5,TRUE,-,-,-,TRUE,-,-,-,-,0.9,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
96,Musket,100000,5,36,36,-,-,TRUE,1,-,-,-,44,14,-,11,31,5.25,10,9,TRUE,-,-,-,TRUE,-,-,7,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
97,Musket Ball,7,-,-,-,TRUE,-,-,-,-,-,999,8,8,-,-,7,2,14,4,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
98,Minishark,350000,5,8,8,-,-,TRUE,2,-,33% chance to not consume ammo,-,50,18,-,11,6,-,10,7,TRUE,-,-,-,TRUE,"'Half shark, half gun, completely awesome.'",-,-,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
99,Iron Bow,1400,5,28,28,-,-,-,-,-,-,-,12,28,-,5,8,-,1,6.6,TRUE,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
100,Shadow Greaves,22500,-,-,-,-,-,-,1,-,7% increased melee speed,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
101,Shadow Scalemail,30000,-,-,-,-,-,-,1,-,7% increased melee speed,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
102,Shadow Helmet,37500,-,-,-,-,-,-,1,-,7% increased melee speed,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
103,Nightmare Pickaxe,18000,1,20,15,-,TRUE,TRUE,1,-,Able to mine Hellstone,-,24,28,-,1,9,3,-,-,-,-,TRUE,-,-,-,-,-,-,1.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
104,The Breaker,15000,1,45,19,-,-,TRUE,1,-,-,-,24,28,-,1,24,6,-,-,-,-,TRUE,-,-,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
105,Candle,-,1,15,10,TRUE,TRUE,TRUE,-,33,-,99,8,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,1,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
106,Copper Chandelier,3000,1,15,10,TRUE,TRUE,TRUE,-,34,-,99,26,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
107,Silver Chandelier,12000,1,15,10,TRUE,TRUE,TRUE,-,34,-,99,26,26,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
108,Gold Chandelier,24000,1,15,10,TRUE,TRUE,TRUE,-,34,-,99,26,26,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
109,Mana Crystal,-,4,30,30,TRUE,-,-,2,-,Permanently increases maximum mana by 20,99,18,18,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
110,Lesser Mana Potion,100,2,17,17,TRUE,TRUE,-,-,-,-,50,14,24,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,1
111,Band of Starpower,50000,-,-,-,-,-,-,1,-,Increases maximum mana by 20,-,22,22,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
112,Flower of Fire,10000,1,20,20,-,-,-,3,-,Throws balls of fire,-,26,28,-,20,48,5.5,15,6,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
113,Magic Missile,10000,1,17,17,-,-,-,2,-,Casts a controllable missile,-,26,28,-,9,27,7.5,16,6,TRUE,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,10,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
114,Dirt Rod,50000,1,20,20,-,-,-,1,-,Magically moves dirt,-,26,28,-,8,-,5,17,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
115,Shadow Orb,10000,4,20,20,-,-,-,1,-,Creates a magical shadow orb,-,24,24,-,8,0,-,18,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
116,Meteorite,1000,1,15,10,TRUE,TRUE,TRUE,-,37,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
117,Meteorite Bar,7000,1,15,10,TRUE,TRUE,TRUE,1,239,'Warm to the touch',99,20,20,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
118,Hook,1000,-,-,-,-,-,-,-,-,Sometimes dropped by Skeletons and Piranha,99,18,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
119,Flamarang,100000,1,15,15,-,-,-,3,-,-,-,14,28,-,1,32,8,19,11,TRUE,-,TRUE,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
120,Molten Fury,27000,5,22,22,-,-,-,3,-,Lights wooden arrows ablaze,-,14,32,-,5,31,2,1,8,TRUE,-,-,-,TRUE,-,-,-,-,1.1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
121,Fiery Greatsword,27000,1,34,-,-,-,-,3,-,'It's made out of fire!',-,24,28,-,1,36,6.5,-,-,-,-,TRUE,-,-,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
122,Molten Pickaxe,27000,1,23,18,-,TRUE,TRUE,3,-,-,-,24,28,-,1,12,2,-,-,-,-,TRUE,-,-,-,-,-,-,1.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
123,Meteor Helmet,45000,-,-,-,-,-,-,1,-,7% increased magic damage,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
124,Meteor Suit,30000,-,-,-,-,-,-,1,-,7% increased magic damage,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
125,Meteor Leggings,30000,-,-,-,-,-,-,1,-,7% increased magic damage,-,18,18,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
126,Bottled Water,20,2,17,17,TRUE,TRUE,-,-,-,-,999,14,24,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
127,Space Gun,20000,5,17,17,-,-,TRUE,1,-,-,-,24,28,-,12,19,0.75,20,10,TRUE,-,-,TRUE,-,-,-,-,-,0.8,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
128,Rocket Boots,50000,-,-,-,-,-,-,3,-,Allows flight,-,28,24,-,-,-,-,-,-,-,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
129,Gray Brick,-,1,15,10,TRUE,TRUE,TRUE,-,38,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
130,Gray Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
131,Red Brick,-,1,15,10,TRUE,TRUE,TRUE,-,39,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
132,Red Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
133,Clay Block,-,1,15,10,TRUE,TRUE,TRUE,-,40,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
134,Blue Brick,-,1,15,10,TRUE,TRUE,TRUE,-,41,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
135,Blue Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
136,Chain Lantern,-,1,15,10,TRUE,TRUE,TRUE,-,42,-,999,12,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
137,Green Brick,-,1,15,10,TRUE,TRUE,TRUE,-,43,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
138,Green Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
139,Pink Brick,-,1,15,10,TRUE,TRUE,TRUE,-,44,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
140,Pink Brick Wall,-,1,15,7,TRUE,TRUE,TRUE,-,-,-,999,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
